,loss,residual_loss,bound_loss,init_loss
0,19.291489,0.54780793,0.16256915,0.2486767
1,7.13386,0.124631055,0.05899988,0.110924155
2,4.520704,0.065682,0.028114064,0.16436155
3,3.2566755,0.054560035,0.014610443,0.17410709
4,2.9746878,0.03950276,0.01602821,0.1332364
5,2.5649726,0.01716122,0.012599811,0.128783
6,2.4555442,0.019117972,0.010308088,0.14056176
7,2.3784773,0.011648835,0.010904039,0.12764244
8,2.3113873,0.0070094964,0.010679662,0.123641156
9,2.2832541,0.0070170052,0.0093760835,0.13386285
10,2.2544448,0.0063844076,0.009056564,0.13424039
11,2.239363,0.004425322,0.009750678,0.12598698
12,2.2217228,0.0046256874,0.009414391,0.12756582
13,2.2062426,0.0053682174,0.0090004,0.13008346
14,2.1923661,0.005115478,0.009096189,0.12776317
15,2.1809385,0.0051159696,0.008971524,0.127867
16,2.1672902,0.0052636894,0.008781831,0.12838434
17,2.1553628,0.005122573,0.008831653,0.1267075
18,2.1433833,0.005152202,0.008696282,0.12686028
19,2.131248,0.0051267524,0.008567994,0.12693219
20,2.1193511,0.004997076,0.00854558,0.12597962
21,2.1073077,0.0049899914,0.008444917,0.12578258
22,2.0951948,0.005004658,0.0083684875,0.12533414
23,2.0829628,0.005035674,0.008300046,0.12479224
24,2.0706608,0.005088251,0.00821126,0.124444686
25,2.0580635,0.0051464825,0.008145896,0.12383274
26,2.0453289,0.0052254735,0.008066864,0.12334168
27,2.0323434,0.0053137145,0.007991283,0.12279015
28,2.0190647,0.005415726,0.007917902,0.12218586
29,2.0054986,0.005539698,0.00784269,0.12156898
30,1.99158,0.0056923293,0.0077683083,0.120905675
31,1.9772917,0.00587129,0.0076919273,0.12022277
32,1.9626015,0.006082146,0.0076173507,0.119478434
33,1.9474659,0.0063271285,0.0075408127,0.11870576
34,1.9318646,0.0066140178,0.0074651134,0.117873915
35,1.9157715,0.0069449726,0.0073885447,0.116997205
36,1.8991684,0.0073306863,0.007312638,0.11605737
37,1.8820561,0.007778315,0.007236617,0.11506161
38,1.864456,0.008299064,0.0071619092,0.1139966
39,1.8464314,0.008904229,0.007089088,0.112861834
40,1.8281075,0.009607513,0.007019855,0.11165145
41,1.8097104,0.010425,0.006956927,0.11035926
42,1.7916046,0.011373479,0.0069039934,0.10898319
43,1.7743106,0.012472141,0.00686647,0.10751913
44,1.7583979,0.01373911,0.006849637,0.10596951
45,1.7441138,0.015187565,0.0068549514,0.10434312
46,1.7307488,0.016820846,0.0068733413,0.102659374
47,1.7162676,0.018627651,0.006881597,0.10094803
