,testing_Re,rel_er
0,15.0,0.014508870576685658
1,20.816326530612244,0.0006920088813284153
2,26.632653061224488,0.0006882321171150014
3,32.44897959183673,0.00039244772397841116
4,38.265306122448976,0.0004958480849116278
5,44.08163265306122,0.0003916558010600159
6,49.89795918367348,0.000351325974063113
7,55.714285714285715,0.000434662456954046
8,61.53061224489795,0.0004983384508185937
9,67.34693877551021,0.0004977086945034774
10,73.16326530612244,0.00045447171349627483
11,78.9795918367347,0.000435135933072853
12,84.79591836734694,0.0004968904705043208
13,90.61224489795919,0.0006389167327502725
14,96.42857142857143,0.0008491991822364752
15,102.24489795918367,0.0011017243516220402
16,108.06122448979592,0.0013842663152725321
17,113.87755102040815,0.0016858067120698523
18,119.69387755102039,0.0019987217224924515
19,125.51020408163266,0.0023174973587333217
20,131.32653061224488,0.002638622646806736
21,137.14285714285714,0.002959439235103095
22,142.9591836734694,0.0032777238056727487
23,148.77551020408163,0.003590983420669107
24,154.59183673469389,0.0038990185414003566
25,160.40816326530611,0.004199993247148815
26,166.22448979591837,0.004494440832911832
27,172.0408163265306,0.0047810378302045545
28,177.85714285714286,0.005060444449656553
29,183.6734693877551,0.0053318212874928815
30,189.48979591836735,0.005596407452712742
31,195.30612244897958,0.005852842999493208
32,201.12244897959184,0.006102573082515484
33,206.93877551020407,0.006345179245729905
34,212.75510204081633,0.006581557011562742
35,218.5714285714286,0.006811140389123973
36,224.3877551020408,0.007034529073306532
37,230.20408163265304,0.007252190685967031
38,236.02040816326533,0.007463505527036479
39,241.83673469387756,0.007668704642281551
40,247.65306122448982,0.007867830945338881
41,253.46938775510205,0.008060585575438036
42,259.2857142857143,0.008247208215821861
43,265.1020408163265,0.008428111533111304
44,270.9183673469388,0.008603882715086802
45,276.734693877551,0.008774328356254182
46,282.55102040816325,0.008939520091524886
47,288.3673469387755,0.00909971042186403
48,294.18367346938777,0.009255626291111776
49,300.0,0.009406921739608972
