,loss,bound_loss,init_loss
456,0.010034714,0.0069896565,0.003045057
457,0.010028525,0.006986929,0.0030415969
458,0.010022376,0.0069842064,0.003038169
459,0.010016283,0.006981498,0.0030347842
460,0.010010243,0.0069788047,0.0030314382
461,0.01000425,0.0069761253,0.0030281257
462,0.009998297,0.0069734505,0.0030248465
463,0.009992382,0.0069707837,0.0030215986
464,0.00998651,0.006968128,0.0030183813
465,0.009980691,0.006965488,0.0030152022
466,0.009974904,0.0069628544,0.0030120492
467,0.009969155,0.0069602304,0.003008926
468,0.009963452,0.006957618,0.0030058343
469,0.00995779,0.0069550183,0.0030027712
470,0.0099521605,0.0069524255,0.002999735
471,0.009946566,0.0069498406,0.002996726
472,0.009941009,0.0069472655,0.002993744
473,0.009935492,0.0069447034,0.0029907895
474,0.009930013,0.0069421525,0.002987861
475,0.009924567,0.006939608,0.0029849603
476,0.009919154,0.006937073,0.002982081
477,0.009913779,0.00693455,0.002979229
478,0.009908434,0.0069320337,0.0029764015
479,0.009903122,0.0069295256,0.0029735956
480,0.00989784,0.006927026,0.0029708145
