,loss,res_loss,bound_loss
10446,"tf.Tensor(0.00016754855, shape=(), dtype=float32)","tf.Tensor(5.873509e-08, shape=(), dtype=float32)","tf.Tensor(4.3150962e-06, shape=(), dtype=float32)"
10447,"tf.Tensor(0.000167545, shape=(), dtype=float32)","tf.Tensor(5.8809654e-08, shape=(), dtype=float32)","tf.Tensor(4.312358e-06, shape=(), dtype=float32)"
10448,"tf.Tensor(0.0001675396, shape=(), dtype=float32)","tf.Tensor(5.8757347e-08, shape=(), dtype=float32)","tf.Tensor(4.3119917e-06, shape=(), dtype=float32)"
10449,"tf.Tensor(0.00016754276, shape=(), dtype=float32)","tf.Tensor(5.8635255e-08, shape=(), dtype=float32)","tf.Tensor(4.32595e-06, shape=(), dtype=float32)"
10450,"tf.Tensor(0.0001675371, shape=(), dtype=float32)","tf.Tensor(5.8686503e-08, shape=(), dtype=float32)","tf.Tensor(4.3151026e-06, shape=(), dtype=float32)"
10451,"tf.Tensor(0.00016753063, shape=(), dtype=float32)","tf.Tensor(5.8655136e-08, shape=(), dtype=float32)","tf.Tensor(4.3122536e-06, shape=(), dtype=float32)"
10452,"tf.Tensor(0.00016751638, shape=(), dtype=float32)","tf.Tensor(5.8735054e-08, shape=(), dtype=float32)","tf.Tensor(4.306726e-06, shape=(), dtype=float32)"
10453,"tf.Tensor(0.00016765935, shape=(), dtype=float32)","tf.Tensor(6.3838094e-08, shape=(), dtype=float32)","tf.Tensor(4.398612e-06, shape=(), dtype=float32)"
10454,"tf.Tensor(0.00016751364, shape=(), dtype=float32)","tf.Tensor(5.8897754e-08, shape=(), dtype=float32)","tf.Tensor(4.3054524e-06, shape=(), dtype=float32)"
10455,"tf.Tensor(0.00016750176, shape=(), dtype=float32)","tf.Tensor(5.9216827e-08, shape=(), dtype=float32)","tf.Tensor(4.3052146e-06, shape=(), dtype=float32)"
10456,"tf.Tensor(0.00016763991, shape=(), dtype=float32)","tf.Tensor(6.1618984e-08, shape=(), dtype=float32)","tf.Tensor(4.416901e-06, shape=(), dtype=float32)"
10457,"tf.Tensor(0.00016750152, shape=(), dtype=float32)","tf.Tensor(5.9258088e-08, shape=(), dtype=float32)","tf.Tensor(4.3062964e-06, shape=(), dtype=float32)"
10458,"tf.Tensor(0.00016749145, shape=(), dtype=float32)","tf.Tensor(5.929419e-08, shape=(), dtype=float32)","tf.Tensor(4.303127e-06, shape=(), dtype=float32)"
10459,"tf.Tensor(0.00016750641, shape=(), dtype=float32)","tf.Tensor(5.9540497e-08, shape=(), dtype=float32)","tf.Tensor(4.3284376e-06, shape=(), dtype=float32)"
10460,"tf.Tensor(0.00016748773, shape=(), dtype=float32)","tf.Tensor(5.93596e-08, shape=(), dtype=float32)","tf.Tensor(4.305768e-06, shape=(), dtype=float32)"
10461,"tf.Tensor(0.00016747962, shape=(), dtype=float32)","tf.Tensor(5.9232438e-08, shape=(), dtype=float32)","tf.Tensor(4.3078844e-06, shape=(), dtype=float32)"
10462,"tf.Tensor(0.0001675299, shape=(), dtype=float32)","tf.Tensor(5.9139772e-08, shape=(), dtype=float32)","tf.Tensor(4.355775e-06, shape=(), dtype=float32)"
10463,"tf.Tensor(0.00016747774, shape=(), dtype=float32)","tf.Tensor(5.9178245e-08, shape=(), dtype=float32)","tf.Tensor(4.3101413e-06, shape=(), dtype=float32)"
10464,"tf.Tensor(0.00016746826, shape=(), dtype=float32)","tf.Tensor(5.9076953e-08, shape=(), dtype=float32)","tf.Tensor(4.3092814e-06, shape=(), dtype=float32)"
10465,"tf.Tensor(0.00016745982, shape=(), dtype=float32)","tf.Tensor(5.91963e-08, shape=(), dtype=float32)","tf.Tensor(4.3170107e-06, shape=(), dtype=float32)"
10466,"tf.Tensor(0.00016745871, shape=(), dtype=float32)","tf.Tensor(5.905935e-08, shape=(), dtype=float32)","tf.Tensor(4.3112987e-06, shape=(), dtype=float32)"
10467,"tf.Tensor(0.0001674466, shape=(), dtype=float32)","tf.Tensor(5.9262277e-08, shape=(), dtype=float32)","tf.Tensor(4.3112177e-06, shape=(), dtype=float32)"
10468,"tf.Tensor(0.00016749675, shape=(), dtype=float32)","tf.Tensor(6.114439e-08, shape=(), dtype=float32)","tf.Tensor(4.37424e-06, shape=(), dtype=float32)"
10469,"tf.Tensor(0.00016744512, shape=(), dtype=float32)","tf.Tensor(5.945749e-08, shape=(), dtype=float32)","tf.Tensor(4.3149766e-06, shape=(), dtype=float32)"
10470,"tf.Tensor(0.00016743675, shape=(), dtype=float32)","tf.Tensor(5.974433e-08, shape=(), dtype=float32)","tf.Tensor(4.315226e-06, shape=(), dtype=float32)"
10471,"tf.Tensor(0.0001674378, shape=(), dtype=float32)","tf.Tensor(5.970263e-08, shape=(), dtype=float32)","tf.Tensor(4.3145496e-06, shape=(), dtype=float32)"
10472,"tf.Tensor(0.00016743512, shape=(), dtype=float32)","tf.Tensor(5.983099e-08, shape=(), dtype=float32)","tf.Tensor(4.313929e-06, shape=(), dtype=float32)"
10473,"tf.Tensor(0.00016743125, shape=(), dtype=float32)","tf.Tensor(6.050119e-08, shape=(), dtype=float32)","tf.Tensor(4.314796e-06, shape=(), dtype=float32)"
10474,"tf.Tensor(0.00016742705, shape=(), dtype=float32)","tf.Tensor(6.019511e-08, shape=(), dtype=float32)","tf.Tensor(4.3108694e-06, shape=(), dtype=float32)"
10475,"tf.Tensor(0.00016742409, shape=(), dtype=float32)","tf.Tensor(6.029106e-08, shape=(), dtype=float32)","tf.Tensor(4.310094e-06, shape=(), dtype=float32)"
10476,"tf.Tensor(0.0001674163, shape=(), dtype=float32)","tf.Tensor(6.071796e-08, shape=(), dtype=float32)","tf.Tensor(4.3076748e-06, shape=(), dtype=float32)"
10477,"tf.Tensor(0.00016741693, shape=(), dtype=float32)","tf.Tensor(6.06678e-08, shape=(), dtype=float32)","tf.Tensor(4.3080818e-06, shape=(), dtype=float32)"
10478,"tf.Tensor(0.00016741145, shape=(), dtype=float32)","tf.Tensor(6.082617e-08, shape=(), dtype=float32)","tf.Tensor(4.310593e-06, shape=(), dtype=float32)"
10479,"tf.Tensor(0.00016740843, shape=(), dtype=float32)","tf.Tensor(6.075826e-08, shape=(), dtype=float32)","tf.Tensor(4.3070404e-06, shape=(), dtype=float32)"
10480,"tf.Tensor(0.00016740656, shape=(), dtype=float32)","tf.Tensor(6.0799735e-08, shape=(), dtype=float32)","tf.Tensor(4.306426e-06, shape=(), dtype=float32)"
10481,"tf.Tensor(0.00016741187, shape=(), dtype=float32)","tf.Tensor(6.1007434e-08, shape=(), dtype=float32)","tf.Tensor(4.3152127e-06, shape=(), dtype=float32)"
10482,"tf.Tensor(0.00016740455, shape=(), dtype=float32)","tf.Tensor(6.086891e-08, shape=(), dtype=float32)","tf.Tensor(4.3074037e-06, shape=(), dtype=float32)"
10483,"tf.Tensor(0.0001674008, shape=(), dtype=float32)","tf.Tensor(6.085334e-08, shape=(), dtype=float32)","tf.Tensor(4.3072337e-06, shape=(), dtype=float32)"
10484,"tf.Tensor(0.0001673922, shape=(), dtype=float32)","tf.Tensor(6.0833884e-08, shape=(), dtype=float32)","tf.Tensor(4.309136e-06, shape=(), dtype=float32)"
10485,"tf.Tensor(0.00016739003, shape=(), dtype=float32)","tf.Tensor(6.083187e-08, shape=(), dtype=float32)","tf.Tensor(4.3076398e-06, shape=(), dtype=float32)"
10486,"tf.Tensor(0.0001673866, shape=(), dtype=float32)","tf.Tensor(6.090871e-08, shape=(), dtype=float32)","tf.Tensor(4.3087744e-06, shape=(), dtype=float32)"
10487,"tf.Tensor(0.00016739857, shape=(), dtype=float32)","tf.Tensor(6.13796e-08, shape=(), dtype=float32)","tf.Tensor(4.3301898e-06, shape=(), dtype=float32)"
10488,"tf.Tensor(0.00016738477, shape=(), dtype=float32)","tf.Tensor(6.101128e-08, shape=(), dtype=float32)","tf.Tensor(4.310799e-06, shape=(), dtype=float32)"
10489,"tf.Tensor(0.00016737808, shape=(), dtype=float32)","tf.Tensor(6.118698e-08, shape=(), dtype=float32)","tf.Tensor(4.3117443e-06, shape=(), dtype=float32)"
10490,"tf.Tensor(0.00016739989, shape=(), dtype=float32)","tf.Tensor(6.2267e-08, shape=(), dtype=float32)","tf.Tensor(4.3543428e-06, shape=(), dtype=float32)"
10491,"tf.Tensor(0.00016737527, shape=(), dtype=float32)","tf.Tensor(6.1376674e-08, shape=(), dtype=float32)","tf.Tensor(4.3166406e-06, shape=(), dtype=float32)"
10492,"tf.Tensor(0.00016737024, shape=(), dtype=float32)","tf.Tensor(6.155474e-08, shape=(), dtype=float32)","tf.Tensor(4.315882e-06, shape=(), dtype=float32)"
10493,"tf.Tensor(0.00016738064, shape=(), dtype=float32)","tf.Tensor(6.2612365e-08, shape=(), dtype=float32)","tf.Tensor(4.329765e-06, shape=(), dtype=float32)"
10494,"tf.Tensor(0.00016736705, shape=(), dtype=float32)","tf.Tensor(6.181241e-08, shape=(), dtype=float32)","tf.Tensor(4.3171167e-06, shape=(), dtype=float32)"
10495,"tf.Tensor(0.00016736024, shape=(), dtype=float32)","tf.Tensor(6.2159785e-08, shape=(), dtype=float32)","tf.Tensor(4.3183954e-06, shape=(), dtype=float32)"
10496,"tf.Tensor(0.00016736805, shape=(), dtype=float32)","tf.Tensor(6.4158684e-08, shape=(), dtype=float32)","tf.Tensor(4.341195e-06, shape=(), dtype=float32)"
10497,"tf.Tensor(0.00016735418, shape=(), dtype=float32)","tf.Tensor(6.276161e-08, shape=(), dtype=float32)","tf.Tensor(4.322338e-06, shape=(), dtype=float32)"
10498,"tf.Tensor(0.00016735026, shape=(), dtype=float32)","tf.Tensor(6.288629e-08, shape=(), dtype=float32)","tf.Tensor(4.320739e-06, shape=(), dtype=float32)"
10499,"tf.Tensor(0.00016736118, shape=(), dtype=float32)","tf.Tensor(6.352566e-08, shape=(), dtype=float32)","tf.Tensor(4.3407194e-06, shape=(), dtype=float32)"
10500,"tf.Tensor(0.0001673483, shape=(), dtype=float32)","tf.Tensor(6.3060256e-08, shape=(), dtype=float32)","tf.Tensor(4.322918e-06, shape=(), dtype=float32)"
10501,"tf.Tensor(0.0001673404, shape=(), dtype=float32)","tf.Tensor(6.2962556e-08, shape=(), dtype=float32)","tf.Tensor(4.322063e-06, shape=(), dtype=float32)"
10502,"tf.Tensor(0.00016740883, shape=(), dtype=float32)","tf.Tensor(6.3308605e-08, shape=(), dtype=float32)","tf.Tensor(4.3865657e-06, shape=(), dtype=float32)"
10503,"tf.Tensor(0.00016734132, shape=(), dtype=float32)","tf.Tensor(6.29573e-08, shape=(), dtype=float32)","tf.Tensor(4.3226087e-06, shape=(), dtype=float32)"
10504,"tf.Tensor(0.00016733471, shape=(), dtype=float32)","tf.Tensor(6.2947734e-08, shape=(), dtype=float32)","tf.Tensor(4.322015e-06, shape=(), dtype=float32)"
10505,"tf.Tensor(0.00016734286, shape=(), dtype=float32)","tf.Tensor(6.342888e-08, shape=(), dtype=float32)","tf.Tensor(4.3473356e-06, shape=(), dtype=float32)"
10506,"tf.Tensor(0.00016733386, shape=(), dtype=float32)","tf.Tensor(6.301658e-08, shape=(), dtype=float32)","tf.Tensor(4.3270256e-06, shape=(), dtype=float32)"
10507,"tf.Tensor(0.00016732563, shape=(), dtype=float32)","tf.Tensor(6.315472e-08, shape=(), dtype=float32)","tf.Tensor(4.325287e-06, shape=(), dtype=float32)"
10508,"tf.Tensor(0.00016731948, shape=(), dtype=float32)","tf.Tensor(6.389049e-08, shape=(), dtype=float32)","tf.Tensor(4.33188e-06, shape=(), dtype=float32)"
10509,"tf.Tensor(0.00016731932, shape=(), dtype=float32)","tf.Tensor(6.374294e-08, shape=(), dtype=float32)","tf.Tensor(4.3304567e-06, shape=(), dtype=float32)"
10510,"tf.Tensor(0.00016731849, shape=(), dtype=float32)","tf.Tensor(6.410276e-08, shape=(), dtype=float32)","tf.Tensor(4.3314335e-06, shape=(), dtype=float32)"
10511,"tf.Tensor(0.00016731814, shape=(), dtype=float32)","tf.Tensor(6.393014e-08, shape=(), dtype=float32)","tf.Tensor(4.3308323e-06, shape=(), dtype=float32)"
10512,"tf.Tensor(0.00016731626, shape=(), dtype=float32)","tf.Tensor(6.405214e-08, shape=(), dtype=float32)","tf.Tensor(4.3299046e-06, shape=(), dtype=float32)"
10513,"tf.Tensor(0.00016732317, shape=(), dtype=float32)","tf.Tensor(6.4638414e-08, shape=(), dtype=float32)","tf.Tensor(4.342063e-06, shape=(), dtype=float32)"
10514,"tf.Tensor(0.00016731254, shape=(), dtype=float32)","tf.Tensor(6.415053e-08, shape=(), dtype=float32)","tf.Tensor(4.3293585e-06, shape=(), dtype=float32)"
10515,"tf.Tensor(0.00016731015, shape=(), dtype=float32)","tf.Tensor(6.425285e-08, shape=(), dtype=float32)","tf.Tensor(4.3276323e-06, shape=(), dtype=float32)"
10516,"tf.Tensor(0.0001673056, shape=(), dtype=float32)","tf.Tensor(6.472008e-08, shape=(), dtype=float32)","tf.Tensor(4.3250207e-06, shape=(), dtype=float32)"
10517,"tf.Tensor(0.00016730776, shape=(), dtype=float32)","tf.Tensor(6.467249e-08, shape=(), dtype=float32)","tf.Tensor(4.3268237e-06, shape=(), dtype=float32)"
10518,"tf.Tensor(0.00016730373, shape=(), dtype=float32)","tf.Tensor(6.48168e-08, shape=(), dtype=float32)","tf.Tensor(4.325681e-06, shape=(), dtype=float32)"
10519,"tf.Tensor(0.00016730209, shape=(), dtype=float32)","tf.Tensor(6.552907e-08, shape=(), dtype=float32)","tf.Tensor(4.3285163e-06, shape=(), dtype=float32)"
10520,"tf.Tensor(0.00016730062, shape=(), dtype=float32)","tf.Tensor(6.5200524e-08, shape=(), dtype=float32)","tf.Tensor(4.327051e-06, shape=(), dtype=float32)"
10521,"tf.Tensor(0.00016729296, shape=(), dtype=float32)","tf.Tensor(6.544387e-08, shape=(), dtype=float32)","tf.Tensor(4.323748e-06, shape=(), dtype=float32)"
10522,"tf.Tensor(0.00016733463, shape=(), dtype=float32)","tf.Tensor(6.659907e-08, shape=(), dtype=float32)","tf.Tensor(4.361176e-06, shape=(), dtype=float32)"
10523,"tf.Tensor(0.00016729477, shape=(), dtype=float32)","tf.Tensor(6.5569324e-08, shape=(), dtype=float32)","tf.Tensor(4.324802e-06, shape=(), dtype=float32)"
10524,"tf.Tensor(0.00016728694, shape=(), dtype=float32)","tf.Tensor(6.565562e-08, shape=(), dtype=float32)","tf.Tensor(4.325168e-06, shape=(), dtype=float32)"
10525,"tf.Tensor(0.00016730963, shape=(), dtype=float32)","tf.Tensor(6.617847e-08, shape=(), dtype=float32)","tf.Tensor(4.3545165e-06, shape=(), dtype=float32)"
10526,"tf.Tensor(0.00016728733, shape=(), dtype=float32)","tf.Tensor(6.573297e-08, shape=(), dtype=float32)","tf.Tensor(4.328289e-06, shape=(), dtype=float32)"
10527,"tf.Tensor(0.0001672797, shape=(), dtype=float32)","tf.Tensor(6.571072e-08, shape=(), dtype=float32)","tf.Tensor(4.327425e-06, shape=(), dtype=float32)"
10528,"tf.Tensor(0.0001672811, shape=(), dtype=float32)","tf.Tensor(6.5786715e-08, shape=(), dtype=float32)","tf.Tensor(4.335848e-06, shape=(), dtype=float32)"
10529,"tf.Tensor(0.00016727709, shape=(), dtype=float32)","tf.Tensor(6.571203e-08, shape=(), dtype=float32)","tf.Tensor(4.3293107e-06, shape=(), dtype=float32)"
10530,"tf.Tensor(0.0001672727, shape=(), dtype=float32)","tf.Tensor(6.566068e-08, shape=(), dtype=float32)","tf.Tensor(4.3287405e-06, shape=(), dtype=float32)"
10531,"tf.Tensor(0.00016727735, shape=(), dtype=float32)","tf.Tensor(6.560463e-08, shape=(), dtype=float32)","tf.Tensor(4.346691e-06, shape=(), dtype=float32)"
10532,"tf.Tensor(0.00016726792, shape=(), dtype=float32)","tf.Tensor(6.5615325e-08, shape=(), dtype=float32)","tf.Tensor(4.331809e-06, shape=(), dtype=float32)"
10533,"tf.Tensor(0.0001672607, shape=(), dtype=float32)","tf.Tensor(6.569283e-08, shape=(), dtype=float32)","tf.Tensor(4.3306904e-06, shape=(), dtype=float32)"
10534,"tf.Tensor(0.00016728806, shape=(), dtype=float32)","tf.Tensor(6.630514e-08, shape=(), dtype=float32)","tf.Tensor(4.3662576e-06, shape=(), dtype=float32)"
10535,"tf.Tensor(0.00016725723, shape=(), dtype=float32)","tf.Tensor(6.577538e-08, shape=(), dtype=float32)","tf.Tensor(4.332817e-06, shape=(), dtype=float32)"
10536,"tf.Tensor(0.00016725351, shape=(), dtype=float32)","tf.Tensor(6.588139e-08, shape=(), dtype=float32)","tf.Tensor(4.3320833e-06, shape=(), dtype=float32)"
10537,"tf.Tensor(0.00016729542, shape=(), dtype=float32)","tf.Tensor(6.651977e-08, shape=(), dtype=float32)","tf.Tensor(4.381578e-06, shape=(), dtype=float32)"
10538,"tf.Tensor(0.00016725174, shape=(), dtype=float32)","tf.Tensor(6.5929804e-08, shape=(), dtype=float32)","tf.Tensor(4.33363e-06, shape=(), dtype=float32)"
10539,"tf.Tensor(0.00016724522, shape=(), dtype=float32)","tf.Tensor(6.599823e-08, shape=(), dtype=float32)","tf.Tensor(4.3331956e-06, shape=(), dtype=float32)"
10540,"tf.Tensor(0.00016723319, shape=(), dtype=float32)","tf.Tensor(6.63843e-08, shape=(), dtype=float32)","tf.Tensor(4.339974e-06, shape=(), dtype=float32)"
10541,"tf.Tensor(0.000167497, shape=(), dtype=float32)","tf.Tensor(7.10311e-08, shape=(), dtype=float32)","tf.Tensor(4.575808e-06, shape=(), dtype=float32)"
10542,"tf.Tensor(0.0001672334, shape=(), dtype=float32)","tf.Tensor(6.6405754e-08, shape=(), dtype=float32)","tf.Tensor(4.3410723e-06, shape=(), dtype=float32)"
10543,"tf.Tensor(0.00016722044, shape=(), dtype=float32)","tf.Tensor(6.7060334e-08, shape=(), dtype=float32)","tf.Tensor(4.34019e-06, shape=(), dtype=float32)"
10544,"tf.Tensor(0.00016724577, shape=(), dtype=float32)","tf.Tensor(7.04405e-08, shape=(), dtype=float32)","tf.Tensor(4.385595e-06, shape=(), dtype=float32)"
10545,"tf.Tensor(0.00016721364, shape=(), dtype=float32)","tf.Tensor(6.7954794e-08, shape=(), dtype=float32)","tf.Tensor(4.3465684e-06, shape=(), dtype=float32)"
10546,"tf.Tensor(0.00016723176, shape=(), dtype=float32)","tf.Tensor(6.898585e-08, shape=(), dtype=float32)","tf.Tensor(4.364575e-06, shape=(), dtype=float32)"
10547,"tf.Tensor(0.00016721104, shape=(), dtype=float32)","tf.Tensor(6.825115e-08, shape=(), dtype=float32)","tf.Tensor(4.3465425e-06, shape=(), dtype=float32)"
10548,"tf.Tensor(0.0001672088, shape=(), dtype=float32)","tf.Tensor(6.8355064e-08, shape=(), dtype=float32)","tf.Tensor(4.3463356e-06, shape=(), dtype=float32)"
10549,"tf.Tensor(0.00016720872, shape=(), dtype=float32)","tf.Tensor(6.879233e-08, shape=(), dtype=float32)","tf.Tensor(4.351309e-06, shape=(), dtype=float32)"
10550,"tf.Tensor(0.00016720641, shape=(), dtype=float32)","tf.Tensor(6.860181e-08, shape=(), dtype=float32)","tf.Tensor(4.348215e-06, shape=(), dtype=float32)"
10551,"tf.Tensor(0.00016720404, shape=(), dtype=float32)","tf.Tensor(6.868275e-08, shape=(), dtype=float32)","tf.Tensor(4.3461746e-06, shape=(), dtype=float32)"
10552,"tf.Tensor(0.00016719855, shape=(), dtype=float32)","tf.Tensor(6.9084635e-08, shape=(), dtype=float32)","tf.Tensor(4.341152e-06, shape=(), dtype=float32)"
10553,"tf.Tensor(0.00016725512, shape=(), dtype=float32)","tf.Tensor(7.309787e-08, shape=(), dtype=float32)","tf.Tensor(4.3631358e-06, shape=(), dtype=float32)"
10554,"tf.Tensor(0.00016719691, shape=(), dtype=float32)","tf.Tensor(6.939313e-08, shape=(), dtype=float32)","tf.Tensor(4.3395116e-06, shape=(), dtype=float32)"
10555,"tf.Tensor(0.00016718918, shape=(), dtype=float32)","tf.Tensor(7.0031234e-08, shape=(), dtype=float32)","tf.Tensor(4.3393907e-06, shape=(), dtype=float32)"
10556,"tf.Tensor(0.00016725226, shape=(), dtype=float32)","tf.Tensor(7.35083e-08, shape=(), dtype=float32)","tf.Tensor(4.39266e-06, shape=(), dtype=float32)"
10557,"tf.Tensor(0.00016718969, shape=(), dtype=float32)","tf.Tensor(7.020976e-08, shape=(), dtype=float32)","tf.Tensor(4.339369e-06, shape=(), dtype=float32)"
10558,"tf.Tensor(0.00016718442, shape=(), dtype=float32)","tf.Tensor(7.039053e-08, shape=(), dtype=float32)","tf.Tensor(4.33777e-06, shape=(), dtype=float32)"
10559,"tf.Tensor(0.00016717469, shape=(), dtype=float32)","tf.Tensor(7.125854e-08, shape=(), dtype=float32)","tf.Tensor(4.340115e-06, shape=(), dtype=float32)"
10560,"tf.Tensor(0.00016717511, shape=(), dtype=float32)","tf.Tensor(7.116376e-08, shape=(), dtype=float32)","tf.Tensor(4.339708e-06, shape=(), dtype=float32)"
10561,"tf.Tensor(0.0001671666, shape=(), dtype=float32)","tf.Tensor(7.1183365e-08, shape=(), dtype=float32)","tf.Tensor(4.337868e-06, shape=(), dtype=float32)"
10562,"tf.Tensor(0.00016717963, shape=(), dtype=float32)","tf.Tensor(7.1439366e-08, shape=(), dtype=float32)","tf.Tensor(4.3503405e-06, shape=(), dtype=float32)"
10563,"tf.Tensor(0.00016716353, shape=(), dtype=float32)","tf.Tensor(7.1233906e-08, shape=(), dtype=float32)","tf.Tensor(4.3366235e-06, shape=(), dtype=float32)"
10564,"tf.Tensor(0.00016715426, shape=(), dtype=float32)","tf.Tensor(7.127522e-08, shape=(), dtype=float32)","tf.Tensor(4.335771e-06, shape=(), dtype=float32)"
10565,"tf.Tensor(0.00016721897, shape=(), dtype=float32)","tf.Tensor(7.2303045e-08, shape=(), dtype=float32)","tf.Tensor(4.381578e-06, shape=(), dtype=float32)"
10566,"tf.Tensor(0.00016715162, shape=(), dtype=float32)","tf.Tensor(7.131832e-08, shape=(), dtype=float32)","tf.Tensor(4.3350497e-06, shape=(), dtype=float32)"
10567,"tf.Tensor(0.00016713944, shape=(), dtype=float32)","tf.Tensor(7.1403136e-08, shape=(), dtype=float32)","tf.Tensor(4.330597e-06, shape=(), dtype=float32)"
10568,"tf.Tensor(0.00016713311, shape=(), dtype=float32)","tf.Tensor(7.244418e-08, shape=(), dtype=float32)","tf.Tensor(4.336133e-06, shape=(), dtype=float32)"
10569,"tf.Tensor(0.00016713, shape=(), dtype=float32)","tf.Tensor(7.192668e-08, shape=(), dtype=float32)","tf.Tensor(4.330119e-06, shape=(), dtype=float32)"
10570,"tf.Tensor(0.00016711591, shape=(), dtype=float32)","tf.Tensor(7.171982e-08, shape=(), dtype=float32)","tf.Tensor(4.329131e-06, shape=(), dtype=float32)"
10571,"tf.Tensor(0.00016720388, shape=(), dtype=float32)","tf.Tensor(7.2555046e-08, shape=(), dtype=float32)","tf.Tensor(4.418192e-06, shape=(), dtype=float32)"
10572,"tf.Tensor(0.000167117, shape=(), dtype=float32)","tf.Tensor(7.168825e-08, shape=(), dtype=float32)","tf.Tensor(4.33211e-06, shape=(), dtype=float32)"
10573,"tf.Tensor(0.00016710724, shape=(), dtype=float32)","tf.Tensor(7.15768e-08, shape=(), dtype=float32)","tf.Tensor(4.3319205e-06, shape=(), dtype=float32)"
10574,"tf.Tensor(0.0001671067, shape=(), dtype=float32)","tf.Tensor(7.157952e-08, shape=(), dtype=float32)","tf.Tensor(4.3295036e-06, shape=(), dtype=float32)"
