,loss,bound_loss,residual_loss,u_loss,v_loss,p_loss
192,0.36744976,0.36610252,0.0013472161,0.1692361,0.16433762,0.032528818
193,0.36717933,0.36577636,0.0014029745,0.16919273,0.16405949,0.032524146
194,0.36689633,0.36542925,0.0014670854,0.16914645,0.16376342,0.03251938
195,0.3666009,0.36506048,0.0015404277,0.16909698,0.16344897,0.032514516
196,0.3662935,0.36466968,0.0016237492,0.16904397,0.16311619,0.032509547
197,0.36597437,0.36425677,0.0017175901,0.16898707,0.1627652,0.032504488
198,0.36564383,0.36382163,0.001822205,0.16892573,0.16239658,0.032499332
199,0.36530223,0.3633647,0.0019375074,0.1688595,0.16201116,0.03249409
200,0.3649497,0.36288664,0.0020630509,0.1687878,0.16161008,0.03248877
201,0.36458606,0.36238804,0.0021980414,0.1687099,0.16119476,0.032483365
202,0.36421108,0.36186972,0.0023413585,0.16862504,0.16076681,0.032477874
203,0.36382413,0.3613325,0.0024915994,0.16853227,0.160328,0.032472264
204,0.36342424,0.3607772,0.0026470926,0.16843046,0.15988019,0.032466523
205,0.36301008,0.36020416,0.0028059012,0.1683184,0.15942514,0.03246063
206,0.36257946,0.35961366,0.0029657972,0.1681945,0.15896463,0.03245455
207,0.36212963,0.3590054,0.0031242252,0.16805694,0.15850021,0.03244827
208,0.36165673,0.35837847,0.0032782692,0.16790353,0.15803316,0.032441754
209,0.3611557,0.35773104,0.0034246582,0.16773161,0.15756446,0.032434978
210,0.3606201,0.35706034,0.0035597745,0.1675379,0.15709452,0.032427914
211,0.3600418,0.35636204,0.003679725,0.1673183,0.15662327,0.032420505
212,0.3594106,0.35563022,0.0037803978,0.16706762,0.1561499,0.032412715
213,0.35871422,0.35485667,0.003857559,0.16677932,0.15567286,0.03240447
214,0.35793725,0.35403034,0.0039069215,0.16644487,0.15518974,0.032395724
215,0.35706118,0.3531369,0.0039242706,0.16605332,0.15469715,0.03238642
216,0.3560633,0.35215768,0.0039056435,0.1655905,0.15419064,0.032376528
217,0.35491675,0.35106903,0.0038477324,0.16503845,0.15366454,0.032366052
218,0.3535903,0.34984165,0.003748692,0.16437493,0.15311167,0.032355018
