,loss,residual_loss,bound_loss,init_loss
0,0.3557652,0.13474722,0.06319642,0.15782155
1,0.16021664,0.015766963,0.04812662,0.09632307
2,0.12397754,0.004870281,0.031259652,0.0878476
3,0.11494714,0.0035362197,0.02178985,0.08962106
4,0.10926963,0.0023675542,0.02120424,0.08569784
5,0.10266987,0.0009073685,0.02308246,0.07868003
6,0.09846505,0.00036749363,0.020774841,0.0773227
7,0.0915845,0.0006685437,0.01692878,0.07398717
8,0.08285668,0.0015634493,0.014985348,0.06630787
9,0.072883226,0.0036163123,0.014537442,0.054729473
10,0.062340707,0.0055552986,0.013674717,0.043110687
11,0.05628295,0.007882123,0.014201018,0.03419981
12,0.053368,0.009110891,0.013768894,0.03048821
13,0.051161546,0.010818479,0.011948846,0.028394228
14,0.049085185,0.010129767,0.010367775,0.028587645
15,0.04727569,0.010038806,0.009885083,0.027351798
16,0.04592417,0.010145536,0.009145816,0.026632821
17,0.044517905,0.009516985,0.008689245,0.026311671
18,0.043536443,0.009564535,0.0086994255,0.025272481
19,0.042749017,0.009788301,0.008723813,0.024236903
20,0.041970965,0.00950802,0.008775472,0.023687474
21,0.04112539,0.009376829,0.008632795,0.02311577
22,0.04022445,0.009451902,0.008316782,0.022455769
23,0.039421704,0.009331721,0.007980868,0.022109115
24,0.03872357,0.009041716,0.0077948566,0.021886995
25,0.03802928,0.008870738,0.007651536,0.021507004
26,0.03734767,0.008585501,0.007664693,0.021097476
27,0.03663851,0.008248235,0.0076123155,0.020777958
28,0.035900697,0.008159128,0.0074382983,0.020303274
29,0.035156906,0.008111547,0.007219982,0.019825377
30,0.034349192,0.008154499,0.006903334,0.019291358
31,0.03353424,0.00823339,0.006606351,0.0186945
32,0.032877754,0.008241857,0.0063743456,0.01826155
33,0.032250762,0.0080035515,0.006138375,0.018108837
34,0.03171557,0.0077936673,0.005913924,0.018007975
35,0.03119331,0.00779403,0.0058152825,0.017583996
36,0.030693987,0.0075721336,0.0057223137,0.01739954
37,0.03064988,0.0076685264,0.0058277603,0.017153593
38,0.030444032,0.007214509,0.0058698915,0.017359627
39,0.029761812,0.0071962248,0.005611431,0.016954154
40,0.029162308,0.006918179,0.005499704,0.016744426
41,0.028811693,0.007055661,0.0054350127,0.016321018
42,0.028958455,0.006740241,0.005586931,0.016631283
43,0.028359065,0.0068010804,0.005374487,0.016183497
44,0.02801062,0.0064914194,0.0053359647,0.016183233
45,0.027604198,0.006565574,0.0052011013,0.015837522
46,0.027650699,0.0066065085,0.0052595786,0.015784614
47,0.027993351,0.0062700068,0.005507545,0.0162158
48,0.027098848,0.006257832,0.0051875,0.015653515
49,0.026597818,0.0060779224,0.005049987,0.015469906
50,0.026152343,0.0060488987,0.0048769973,0.015226449
51,0.025988886,0.005831053,0.004921872,0.0152359605
52,0.02559916,0.005809668,0.0047853985,0.015004092
53,0.025411753,0.005777333,0.0047769323,0.014857487
54,0.028121665,0.0060159806,0.0060110115,0.016094675
55,0.026212802,0.0058201305,0.005191507,0.015201166
56,0.025489965,0.0055633006,0.0049419827,0.014984683
57,0.02504527,0.0055226865,0.004787355,0.0147352265
58,0.024454394,0.005289069,0.0046783728,0.014486954
59,0.024077853,0.0052517336,0.0045236913,0.014302429
60,0.023757076,0.004991783,0.0045105475,0.014254746
61,0.02351395,0.005033094,0.0044438704,0.014036986
62,0.023463184,0.0049849027,0.0044597774,0.014018506
63,0.023191405,0.004905939,0.0043932614,0.013892206
64,0.023386998,0.00498419,0.004517816,0.013884991
65,0.024523316,0.005074471,0.004931161,0.014517683
66,0.023694836,0.00507387,0.004636614,0.013984352
67,0.022941478,0.0045996564,0.0043674465,0.013974373
68,0.022359373,0.004507112,0.0042762808,0.013575981
69,0.022552041,0.004744316,0.0043359664,0.013471759
70,0.021965614,0.0043987115,0.004195849,0.013371051
71,0.023560517,0.005661674,0.00426642,0.013632424
72,0.022493027,0.004704325,0.0042371936,0.013551507
73,0.022227531,0.0045363833,0.0041774376,0.01351371
74,0.02148168,0.004393794,0.0040759575,0.013011929
75,0.021246908,0.0042851153,0.0040354724,0.012926321
76,0.02088494,0.0041623567,0.003906261,0.012816325
77,0.020658275,0.0040649604,0.0039050684,0.012688246
78,0.02135642,0.0045034816,0.0040440112,0.012808926
79,0.021283755,0.004576319,0.004116424,0.012591012
80,0.0206514,0.004007398,0.0038785345,0.01276547
81,0.020928266,0.004379694,0.0039034262,0.012645147
82,0.020212399,0.0040459367,0.00383678,0.012329683
83,0.019706782,0.0038234738,0.003649703,0.012233607
84,0.021073582,0.004803762,0.0038160908,0.012453728
85,0.020713873,0.0044016945,0.0040008067,0.01231137
86,0.020159623,0.003922028,0.0037438285,0.012493766
87,0.01981456,0.004046724,0.0036879422,0.012079895
88,0.01920548,0.0037647279,0.0035797302,0.011861023
89,0.019762987,0.004147073,0.0036672514,0.011948664
90,0.018854322,0.0037231545,0.0035168312,0.011614337
91,0.019268597,0.0040653446,0.0034605952,0.011742656
92,0.020122854,0.004578471,0.0036216748,0.011922709
93,0.019849965,0.004134405,0.00388114,0.011834421
94,0.019288847,0.0037633528,0.003534449,0.011991045
95,0.0181946,0.0035397166,0.003313773,0.01134111
96,0.018009055,0.003493486,0.0032686146,0.011246957
97,0.021065257,0.0055155256,0.0036929336,0.011856797
98,0.020038964,0.0042564305,0.0037317534,0.0120507805
99,0.019081574,0.003880013,0.0034052853,0.011796274
100,0.01867828,0.0036703304,0.003466048,0.011541899
101,0.018239483,0.003779225,0.0033789715,0.011081287
102,0.018301288,0.0036058861,0.003343583,0.01135182
103,0.018132297,0.0037518486,0.0031957577,0.011184691
104,0.018611304,0.004020974,0.003336496,0.011253835
105,0.018412046,0.0040372536,0.0032361455,0.011138648
106,0.01962647,0.004601148,0.003449574,0.011575748
107,0.01908446,0.004132578,0.0034438253,0.011508056
108,0.01907243,0.004259491,0.0035021529,0.011310786
109,0.018158147,0.0035384279,0.003292569,0.01132715
110,0.017263254,0.0034895313,0.0030694632,0.01070426
111,0.01731584,0.0034605411,0.003124227,0.010731072
112,0.018346194,0.0042817933,0.0031776356,0.010886766
113,0.017179588,0.0033670522,0.003063882,0.010748652
114,0.017205887,0.0035320527,0.0030326846,0.010641149
115,0.017312406,0.0036139044,0.0030819736,0.010616526
116,0.016582446,0.0032431271,0.0028856925,0.010453627
117,0.016478738,0.0032045955,0.0028632442,0.0104108965
118,0.020311005,0.0057587605,0.003364104,0.011188141
119,0.018643156,0.0038896531,0.0035805705,0.011172932
120,0.017489659,0.0034895863,0.0031289095,0.010871164
121,0.016998095,0.0035086833,0.002997811,0.010491602
122,0.016236708,0.0030920578,0.0028263668,0.010318286
123,0.016265852,0.0031372828,0.0028615722,0.010266994
124,0.015906055,0.003037539,0.0027380984,0.0101304175
125,0.016136328,0.00321969,0.0027718174,0.010144821
126,0.019095415,0.005222613,0.0031542527,0.010718548
127,0.017362772,0.0035180168,0.0031742498,0.0106705045
128,0.016577814,0.0032206557,0.0029606547,0.010396503
129,0.016399335,0.00339619,0.0028452256,0.01015792
130,0.0159324,0.0030226763,0.002791695,0.010118026
131,0.015730502,0.0030061782,0.002724099,0.010000223
132,0.016138917,0.003503579,0.0026618233,0.009973514
133,0.017521206,0.004156315,0.0029530535,0.010411839
134,0.016448807,0.0031492917,0.003079158,0.010220357
135,0.01648394,0.003509624,0.0029242064,0.0100501105
136,0.01622391,0.0032573112,0.0028955126,0.010071086
137,0.016371308,0.003586008,0.0028002935,0.009985006
138,0.015804404,0.003001324,0.0028014777,0.0100016035
139,0.016006026,0.003366328,0.0027036306,0.009936067
140,0.016223727,0.003458213,0.00280531,0.009960203
141,0.016912313,0.0038101894,0.00298529,0.010116835
142,0.016532304,0.0034869816,0.0029212844,0.010124039
143,0.015567395,0.003056567,0.0027401885,0.009770639
144,0.015266537,0.0029676764,0.0025930575,0.009705803
145,0.015004676,0.0027841541,0.002557251,0.009663272
146,0.015070098,0.002913893,0.0025398363,0.009616368
147,0.016385747,0.003840372,0.002688871,0.009856504
148,0.0155374715,0.0031644392,0.0026609951,0.009712038
149,0.016144747,0.0036453072,0.0026321022,0.0098673375
150,0.015727842,0.003323905,0.0027098916,0.009694047
151,0.015478581,0.0031753618,0.0026400525,0.009663167
152,0.015105248,0.0030046552,0.0025313837,0.009569208
153,0.014926299,0.0029534309,0.0025493063,0.009423562
154,0.015151668,0.003129048,0.0025109611,0.00951166
155,0.015126725,0.0030892284,0.0025499456,0.009487551
156,0.014678262,0.0028481733,0.0025094806,0.009320608
157,0.016359603,0.0039765495,0.002640587,0.009742468
158,0.015590672,0.0033897383,0.0026266826,0.00957425
159,0.015097216,0.003074008,0.002558119,0.009465088
160,0.014490046,0.0027793262,0.0023771434,0.009333577
161,0.014335363,0.002757319,0.0024012586,0.009176785
162,0.014884435,0.0032051196,0.002406965,0.009272351
163,0.015059282,0.0032075222,0.0024856208,0.00936614
164,0.014937215,0.0031723424,0.0024741834,0.00929069
165,0.014636606,0.0030012673,0.002369535,0.009265804
166,0.01441569,0.0028411262,0.002464981,0.009109583
167,0.015276223,0.0034826885,0.0024919522,0.009301583
168,0.01493396,0.003156049,0.0025199305,0.00925798
169,0.014789009,0.003097263,0.002470119,0.009221627
170,0.014106236,0.0027369082,0.0023342238,0.009035104
171,0.013950419,0.0027055247,0.0022907625,0.008954131
172,0.013727859,0.0025888642,0.002250483,0.008888512
173,0.014022817,0.002783117,0.002297833,0.008941867
174,0.013707115,0.0026572635,0.0022141621,0.008835689
175,0.014845,0.0034137664,0.0023585774,0.009072655
176,0.0146315,0.003197668,0.0024088668,0.009024966
177,0.014538195,0.003161595,0.002407171,0.00896943
178,0.014688588,0.003202602,0.00238981,0.009096176
179,0.0140375225,0.0028011838,0.002361711,0.008874628
180,0.014009184,0.002907235,0.0022714415,0.008830507
181,0.013551582,0.0025918272,0.0022178774,0.008741877
182,0.013570999,0.0027096441,0.002160412,0.008700944
183,0.013277414,0.0024972649,0.0021344533,0.008645696
184,0.013848645,0.0028894583,0.0022315846,0.008727602
185,0.013161638,0.0024797188,0.0021093504,0.008572569
186,0.014276487,0.0033130443,0.0022105854,0.008752856
187,0.013803416,0.0028563275,0.0022492695,0.008697819
188,0.013369587,0.0026142418,0.002181128,0.0085742185
189,0.013983914,0.0030708548,0.0021902304,0.008722828
190,0.014289852,0.0031902117,0.0023170088,0.008782632
191,0.013743299,0.0028952092,0.0022297113,0.008618377
192,0.013586365,0.002759564,0.0022052447,0.008621557
193,0.0132871205,0.002655519,0.0021590472,0.008472554
